--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
094 GENGAR     : Shadow Sneak at level 1, Poison Fang at level 1, Icy Wind at level 1, Water Pulse at level 1, SmellingSalt at level 5, Ominous Wind at level 8, Shadow Claw at level 12, Nightmare at level 15, Cross Poison at level 19, PoisonPowder at level 22, Energy Ball at level 25, Shadow Ball at level 28, Lava Plume at level 33, Sludge Bomb at level 39, SolarBeam at level 44, Shadow Force at level 50, Draco Meteor at level 55
095 ONIX       : Rollout at level 1, Rock Tomb at level 1, Rock Throw at level 1, Mud Shot at level 1, AncientPower at level 6, Power Gem at level 9, Bone Rush at level 14, Rock Slide at level 17, Dig at level 22, Earth Power at level 25, Rock Polish at level 30, Bonemerang at level 33, Earthquake at level 38, Stone Edge at level 41, Rock Wrecker at level 46, Head Smash at level 49, Stealth Rock at level 54
096 DROWZEE    : Gravity at level 1, Fury Attack at level 1, Confusion at level 1, SmellingSalt at level 1, Psycho Cut at level 7, Slash at level 9, Mist Ball at level 15, Luster Purge at level 18, Facade at level 21, Leaf Blade at level 26, Psychic at level 29, Egg Bomb at level 32, Dream Eater at level 37, Double-Edge at level 40, Leer at level 43, Psycho Boost at level 50, Hyper Beam at level 53
097 HYPNO      : Confusion at level 1, Uproar at level 1, Bug Bite at level 1, Psybeam at level 1, Horn Attack at level 1, Luster Purge at level 1, Mist Ball at level 7, Trick at level 9, Secret Power at level 15, Agility at level 18, Super Fang at level 21, Slash at level 28, Extrasensory at level 33, Flash Cannon at level 38, Hidden Power at level 45, Conversion at level 50, Horn Drill at level 55, Zen Headbutt at level 64, Hypnosis at level 69
098 KRABBY     : Bubble at level 1, Karate Chop at level 1, Water Pulse at level 1, Brine at level 1, Sketch at level 5, BubbleBeam at level 9, ExtremeSpeed at level 11, Dive at level 15, Hyper Fang at level 19, Tri Attack at level 21, Aqua Tail at level 25, Withdraw at level 29, Skull Bash at level 31, Hydro Pump at level 35, Hydro Cannon at level 39, Water Spout at level 41, Water Sport at level 45
099 KINGLER    : ViceGrip at level 1, Water Pulse at level 1, BubbleBeam at level 1, Brine at level 1, Whirlwind at level 5, Tri Attack at level 9, Dive at level 11, Seed Bomb at level 15, Aqua Tail at level 19, Hyper Voice at level 21, Muddy Water at level 25, Mega Kick at level 32, Hydro Pump at level 37, Hydro Cannon at level 44, Moonlight at level 51, Aqua Ring at level 56, Water Spout at level 63
100 VOLTORB    : Rage at level 1, Charge Beam at level 1, Super Fang at level 1, ViceGrip at level 1, Chatter at level 5, Spark at level 8, Gastro Acid at level 12, Thunder Fang at level 15, U-turn at level 19, Disable at level 22, Magnet Rise at level 26, ThunderPunch at level 29, Discharge at level 33, Thunderbolt at level 36, Volt Tackle at level 40, Mega Kick at level 43, Thunder at level 47
101 ELECTRODE  : Wrap at level 1, Charge Beam at level 1, Thunder Fang at level 1, Spark at level 1, ThunderPunch at level 5, Discharge at level 8, Poison Gas at level 12, Seed Bomb at level 15, X-Scissor at level 19, Dragon Pulse at level 22, Ice Beam at level 26, Thunderbolt at level 29, Zap Cannon at level 35, Thunder at level 40, Volt Tackle at level 46, Megahorn at level 51, Thunder Wave at level 57
102 EXEGGCUTE  : Endeavor at level 1, Absorb at level 1, Snore at level 1, ViceGrip at level 1, Razor Leaf at level 7, Bite at level 11, Giga Drain at level 17, SolarBeam at level 19, Power Whip at level 21, Seed Flare at level 23, Wood Hammer at level 27, Psycho Boost at level 33, Stun Spore at level 37, Leaf Storm at level 43, Defend Order at level 47
103 EXEGGUTOR  : Confusion at level 1, Horn Attack at level 1, Mist Ball at level 1, Ice Punch at level 1, Energy Ball at level 1, Tri Attack at level 17, Leaf Blade at level 27, Seed Flare at level 37, Wood Hammer at level 47
104 CUBONE     : Sand Tomb at level 1, Mud-Slap at level 1, Mud Shot at level 1, Bone Club at level 1, Sand-Attack at level 3, Mud Bomb at level 7, Healing Wish at level 11, Shadow Claw at level 13, Bone Rush at level 17, Dig at level 21, Thrash at level 23, Earth Power at level 27, Earthquake at level 31, Follow Me at level 33, Fissure at level 37, Bonemerang at level 41, Megahorn at level 43
105 MAROWAK    : Screech at level 1, Sand Tomb at level 1, ViceGrip at level 1, Mud Shot at level 1, Spike Cannon at level 3, Horn Attack at level 7, Supersonic at level 11, Secret Power at level 13, Shadow Ball at level 17, Super Fang at level 21, Mud Sport at level 23, Dig at level 27, Body Slam at level 33, Earth Power at level 37, Leaf Blade at level 43, Earthquake at level 49, Bonemerang at level 53
106 HITMONLEE  : Mach Punch at level 1, Karate Chop at level 1, Confusion at level 1, Wake-Up Slap at level 1, SmellingSalt at level 5, Acid Armor at level 9, Shadow Punch at level 13, Stomp at level 17, Slash at level 21, Razor Wind at level 25, Aqua Tail at level 29, Skull Bash at level 33, DynamicPunch at level 37, Superpower at level 41, Mega Kick at level 45, Focus Punch at level 49, Giga Impact at level 53, Low Kick at level 57
107 HITMONCHAN : ViceGrip at level 1, Wake-Up Slap at level 1, Force Palm at level 1, Dizzy Punch at level 1, Screech at level 6, Brick Break at level 11, Energy Ball at level 16, Psych Up at level 16, Jump Kick at level 21, Sky Uppercut at level 26, Aura Sphere at level 31, Meteor Mash at level 31, Hi Jump Kick at level 31, Cross Chop at level 36, Hammer Arm at level 41, Spikes at level 46, Close Combat at level 51, Double-Edge at level 56
108 LICKITUNG  : Stomp at level 1, Tail Glow at level 1, Foresight at level 1, Horn Attack at level 1, Steel Wing at level 5, Crush Claw at level 9, Hyper Fang at level 13, Tri Attack at level 17, ExtremeSpeed at level 21, Slam at level 25, Sweet Scent at level 29, Judgment at level 33, Double-Edge at level 37, Mega Kick at level 41, Giga Impact at level 45, Hyper Beam at level 49, Natural Gift at level 53
109 KOFFING    : Guillotine at level 1, Smog at level 1, Poison Fang at level 1, Poison Tail at level 1, DragonBreath at level 6, Stomp at level 10, Sludge at level 15, Slash at level 19, Safeguard at level 24, Cross Poison at level 28, Facade at level 33, Crush Claw at level 37, Shadow Ball at level 42, Poison Jab at level 46, Giga Impact at level 51
110 WEEZING    : Poison Sting at level 1, Acid Armor at level 1, Double Team at level 1, Confusion at level 1, Poison Tail at level 6, Weather Ball at level 10, Cross Poison at level 15, Dizzy Punch at level 19, Toxic Spikes at level 24, Night Slash at level 28, Sludge Bomb at level 33, Harden at level 40, Hyper Voice at level 48, Hi Jump Kick at level 55, Gunk Shot at level 63
111 RHYHORN    : Magnitude at level 1, Rock Throw at level 1, Mud Sport at level 1, Silver Wind at level 1, Mud Bomb at level 9, Power Gem at level 13, Rock Slide at level 21, Sandstorm at level 25, Dig at level 33, Earth Power at level 37, Earthquake at level 45, Bonemerang at level 49, Head Smash at level 57
112 RHYDON     : Rock Throw at level 1, Mud Shot at level 1, Flame Wheel at level 1, Power Gem at level 1, Sandstorm at level 9, Dig at level 13, Sludge Bomb at level 21, Healing Wish at level 25, Earth Power at level 33, Earthquake at level 37, Bonemerang at level 42, Aeroblast at level 45, Head Smash at level 49, Water Spout at level 57
113 CHANSEY    : Defense Curl at level 1, Rapid Spin at level 1, Flatter at level 1, Tackle at level 1, Arm Thrust at level 5, Perish Song at level 9, Baton Pass at level 12, Uproar at level 16, Comet Punch at level 20, SmellingSalt at level 23, Horn Attack at level 27, Headbutt at level 31, Conversion at level 34, Hyper Fang at level 38, Tri Attack at level 42, Hyper Beam at level 46
114 TANGELA    : Weather Ball at level 1, Needle Arm at level 1, Giga Drain at level 1, Horn Attack at level 1, Energy Ball at level 5, Safeguard at level 8, Seed Bomb at level 12, Spore at level 15, Leaf Blade at level 19, Sleep Powder at level 22, Sharpen at level 26, Natural Gift at level 29, Power Whip at level 33, Screech at level 36, Defense Curl at level 40, SolarBeam at level 43, Seed Flare at level 47, Wood Hammer at level 50, Leaf Storm at level 54
115 KANGASKHAN : Astonish at level 1, Pay Day at level 1, Weather Ball at level 1, Air Cutter at level 1, Mind Reader at level 7, ViceGrip at level 10, Horn Attack at level 13, U-turn at level 19, Headbutt at level 22, Facade at level 25, Crush Claw at level 31, Razor Wind at level 34, Hyper Voice at level 37, Sacred Fire at level 43, Egg Bomb at level 46, Focus Blast at level 49
116 HORSEA     : Leech Life at level 1, Water Gun at level 1, Water Pulse at level 1, Brine at level 1, BubbleBeam at level 4, Octazooka at level 8, Fire Punch at level 11, Dive at level 14, Aqua Tail at level 18, Judgment at level 23, Hydro Pump at level 26, Hydro Cannon at level 30, Giga Impact at level 35, Water Spout at level 38, Swallow at level 42
117 SEADRA     : Whirlpool at level 1, Aqua Ring at level 1, Bubble at level 1, Mega Drain at level 1, Aqua Jet at level 4, Fury Attack at level 8, Uproar at level 11, BubbleBeam at level 14, Dive at level 18, Tri Attack at level 23, Aqua Tail at level 26, Stone Edge at level 30, Thunder at level 40, Water Spout at level 48, Rain Dance at level 57
118 GOLDEEN    : Bubble at level 1, Water Pulse at level 1, Flame Wheel at level 1, BubbleBeam at level 1, Harden at level 7, Secret Power at level 11, Dive at level 17, Aqua Tail at level 21, Crabhammer at level 27, Hydro Pump at level 31, Hydro Cannon at level 37, Water Spout at level 41, Aqua Ring at level 47, Explosion at level 51
119 SEAKING    : Bubble at level 1, Cotton Spore at level 1, Aqua Jet at level 1, Water Pulse at level 1, Brine at level 1, BubbleBeam at level 7, Night Slash at level 11, Discharge at level 17, Water Sport at level 21, Body Slam at level 27, Aqua Tail at level 31, Crabhammer at level 40, Double-Edge at level 47, Hydro Pump at level 56, Water Spout at level 63
120 STARYU     : Water Gun at level 1, Aqua Jet at level 1, Charge Beam at level 1, Water Pulse at level 1, BubbleBeam at level 6, Brine at level 10, Aurora Beam at level 15, Mist Ball at level 19, Hyper Fang at level 24, Double Team at level 28, Dive at level 33, Aqua Tail at level 37, Hyper Voice at level 42, Hydro Pump at level 46, Hydro Cannon at level 51, Water Spout at level 55
121 STARMIE    : Water Pulse at level 1, Brine at level 1, Luster Purge at level 1, Zen Headbutt at level 1, Hydro Pump at level 28
122 MR. MIME   : Rapid Spin at level 1, Metronome at level 1, Uproar at level 1, ViceGrip at level 1, Air Cutter at level 1, Healing Wish at level 4, Silver Wind at level 8, DragonBreath at level 11, Psybeam at level 15, Psycho Cut at level 18, Dark Void at level 22, Mist Ball at level 22, Dizzy Punch at level 25, Dark Pulse at level 29, Zen Headbutt at level 32, Body Slam at level 36, Meteor Mash at level 39, Meditate at level 43, Psycho Boost at level 46, Giga Impact at level 50
123 SCYTHER    : String Shot at level 1, Leech Seed at level 1, FeatherDance at level 1, Air Cutter at level 1, Wing Attack at level 5, Chatter at level 9, Aerial Ace at level 13, Needle Arm at level 17, Silver Wind at level 21, Bug Bite at level 25, U-turn at level 29, Mirror Move at level 33, Signal Beam at level 37, X-Scissor at level 41, Discharge at level 45, Attack Order at level 49, Aeroblast at level 53, Megahorn at level 57, Double-Edge at level 61
124 JYNX       : Ice Shard at level 1, Heal Block at level 1, Confusion at level 1, Icy Wind at level 1, Avalanche at level 5, Ice Fang at level 8, Aurora Beam at level 11, Psycho Shift at level 15, Sheer Cold at level 18, Ice Punch at level 21, Imprison at level 25, Extrasensory at level 28, Mist at level 33, Dragon Pulse at level 39, Psychic at level 44, Blizzard at level 49, Psycho Boost at level 55
125 ELECTABUZZ : Perish Song at level 1, ThunderShock at level 1, Weather Ball at level 1, Charge Beam at level 1, Thunder Fang at level 7, Spark at level 10, Slash at level 16, Thunder Wave at level 19, Discharge at level 25, Thunderbolt at level 28, Thunder at level 37, Zap Cannon at level 43, Volt Tackle at level 52, Leaf Storm at level 58
126 MAGMAR     : Facade at level 1, Cross Poison at level 1, Tri Attack at level 1, Razor Wind at level 1, Thrash at level 7, Flamethrower at level 10, Sacred Fire at level 16, Fire Blast at level 19, Flare Blitz at level 25, Double-Edge at level 28, Mega Kick at level 36, Overheat at level 41, Eruption at level 49, Blast Burn at level 54
127 PINSIR     : Pin Missile at level 1, Heal Order at level 1, Icy Wind at level 1, ViceGrip at level 1, Silver Wind at level 4, Brine at level 8, Secret Power at level 13, U-turn at level 18, Signal Beam at level 21, Mega Punch at level 25, X-Scissor at level 30, Attack Order at level 35, Bug Buzz at level 38, Megahorn at level 42, Mega Kick at level 47, Hyper Beam at level 52
128 TAUROS     : Mud Shot at level 1, SmellingSalt at level 1, Horn Attack at level 1, BubbleBeam at level 1, Flatter at level 3, Headbutt at level 5, Cosmic Power at level 8, Slash at level 11, Protect at level 15, Crush Claw at level 19, Tri Attack at level 24, Thrash at level 29, Egg Bomb at level 35, Endure at level 41, Flail at level 48, Mega Kick at level 55
129 MAGIKARP   : Uproar at level 1, SmellingSalt at level 1, BubbleBeam at level 1, Brine at level 1, Dive at level 15, Water Spout at level 30
130 GYARADOS   : Water Sport at level 1, Air Cutter at level 1, Chatter at level 1, Aurora Beam at level 1, Brine at level 20, ExtremeSpeed at level 23, Zen Headbutt at level 26, Recycle at level 29, Thrash at level 32, Aeroblast at level 35, Giga Impact at level 38, Water Spout at level 41, Hydro Cannon at level 44, Rain Dance at level 47
131 LAPRAS     : Ice Ball at level 1, Water Gun at level 1, Powder Snow at level 1, Air Cutter at level 1, Water Pulse at level 4, Brine at level 7, Octazooka at level 10, Ice Punch at level 14, Dive at level 18, Blaze Kick at level 22, Aqua Tail at level 27, Hydro Pump at level 32, Frenzy Plant at level 37, Water Spout at level 43, Hydro Cannon at level 49, Rain Dance at level 55
132 DITTO      : Belly Drum at level 1, Facade at level 1, Crush Claw at level 1, Hyper Beam at level 1
133 EEVEE      : Peck at level 1, Dizzy Punch at level 1, Milk Drink at level 1, Flash Cannon at level 1, Hyper Fang at level 8, Muddy Water at level 15, Harden at level 22, Sweet Scent at level 29, Assist at level 36, Defense Curl at level 43, Aeroblast at level 50, Giga Impact at level 57
134 VAPOREON   : Bubble at level 1, ViceGrip at level 1, AncientPower at level 1, BubbleBeam at level 1, Horn Attack at level 8, Aqua Ring at level 15, Dive at level 22, Thrash at level 29, Aqua Tail at level 36, Attack Order at level 43, Mega Kick at level 50, Hydro Pump at level 57, Water Spout at level 64, Hydro Cannon at level 71, Present at level 78
135 JOLTEON    : Uproar at level 1, Charge Beam at level 1, SmellingSalt at level 1, Thunder Fang at level 1, Spark at level 8, Slash at level 15, ThunderPunch at level 22, Discharge at level 29, Hyper Voice at level 36, Thunderbolt at level 43, Shadow Force at level 50, Magnet Rise at level 57, Zap Cannon at level 64, Thunder at level 71, Volt Tackle at level 78
136 FLAREON    : Fire Spin at level 1, Ember at level 1, Quick Attack at level 1, Barrage at level 1, Rock Throw at level 8, ViceGrip at level 15, Flame Wheel at level 22, Stomp at level 29, Horn Attack at level 36, Will-O-Wisp at level 43, Hammer Arm at level 50, Heat Wave at level 57, Egg Bomb at level 64, Sacred Fire at level 71, Overheat at level 78
137 PORYGON    : Uproar at level 1, Needle Arm at level 1, Sludge at level 1, Stomp at level 1, Slash at level 7, Crush Claw at level 12, Mean Look at level 18, Shadow Ball at level 23, Spit Up at level 29, Thrash at level 34, Judgment at level 40, Skull Bash at level 45, Double Team at level 51, Double-Edge at level 56, Hyper Beam at level 62
